model,builder,input,output,valid,reason,metadata
chatopenai/gpt-4.1-mini-2025-04-14,agent_chain_tools,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nYou are a precise API argument extractor. You receive a Tool Definition and a User Query. You must output a valid JSON object containing the arguments based on the schema. Note that you should always output a single JSON object, not a list of JSON objects. Do not include markdown formatting. ""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""Simple YouTube Search\"",\n  \""description\"": \""Make youtube search\"",\n  \""prior_tool_calls\"": [\n    \""Simple YouTube Search\""\n  ]\n}\n### User Query\nI need to find a tutorial on how to draw landscapes. Please provide me with the details of the most viewed landscape drawing tutorial video. Additionally, I would like to know the details of the channel that uploaded the video.""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=Simple YouTube Search""}, {""role"": ""assistant"", ""content"": ""Current State: given the above tool calls, provide the NEXT tool name to call. Only reply with the tool name (or a tiny JSON like {\""tool\"":\""ToolName\""}).""}]","{""tool_name"":""Simple YouTube Search"",""arguments"":{""query"":""landscape drawing tutorial"",""order"":""viewCount"",""maxResults"":1}}",True,"Model called expected tool 'Simple YouTube Search'","{""parsed_tool"": ""Simple YouTube Search"", ""parsed_by"": ""text"", ""raw_preview"": ""{\""tool_name\"":\""Simple YouTube Search\"",\""arguments\"":{\""query\"":\""landscape drawing tutorial\"",\""order\"":\""viewCount\"",\""maxResults\"":1}}""}"
chatopenai/gpt-4.1-mini-2025-04-14,agent_chain_tools,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nYou are a precise API argument extractor. You receive a Tool Definition and a User Query. You must output a valid JSON object containing the arguments based on the schema. Note that you should always output a single JSON object, not a list of JSON objects. Do not include markdown formatting. ""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""autocomplete usa\"",\n  \""description\"": \""Autocomplete USA Addresses\"",\n  \""prior_tool_calls\"": [\n    \""autocomplete usa\""\n  ]\n}\n### User Query\nI'm planning a road trip across the United States and I need to find addresses for my accommodation. Can you please autocomplete the addresses for 6185 Gar and provide me with a list of options? Additionally, I would like to know the cities that are close to these addresses. Please autocomplete the cities for the addresses as well.""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=autocomplete usa""}, {""role"": ""assistant"", ""content"": ""Current State: given the above tool calls, provide the NEXT tool name to call. Only reply with the tool name (or a tiny JSON like {\""tool\"":\""ToolName\""}).""}]","{""tool_name"":""autocomplete usa"",""arguments"":{""query"":""6185 Gar""}}",True,"Model called expected tool 'autocomplete usa'","{""parsed_tool"": ""autocomplete usa"", ""parsed_by"": ""text"", ""raw_preview"": ""{\""tool_name\"":\""autocomplete usa\"",\""arguments\"":{\""query\"":\""6185 Gar\""}}""}"
chatopenai/gpt-4.1-mini-2025-04-14,agent_chain_tools,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nYou are a precise API argument extractor. You receive a Tool Definition and a User Query. You must output a valid JSON object containing the arguments based on the schema. Note that you should always output a single JSON object, not a list of JSON objects. Do not include markdown formatting. ""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""Wayfair\"",\n  \""description\"": \""Get detail information of specific product\"",\n  \""prior_tool_calls\"": [\n    \""Wayfair\""\n  ]\n}\n### User Query\nI'm a blogger and I want to write a detailed review of a specific product with SKU W003247135. Can you provide me with all the information about this product, including images, pricing, and customer reviews?""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=Wayfair""}, {""role"": ""assistant"", ""content"": ""Current State: given the above tool calls, provide the NEXT tool name to call. Only reply with the tool name (or a tiny JSON like {\""tool\"":\""ToolName\""}).""}]","{""sku"":""W003247135""}{""sku"":""W003247135""}{""sku"":""W003247135""}{""sku"":""W003247135""}",False,"Model called '{""sku"":""W003247135""}{""sku"":""W003247135""}{""sku"":""W003247135""}{""sku"":""W003247135""}' but expected 'Wayfair'","{""parsed_tool"": ""{\""sku\"":\""W003247135\""}{\""sku\"":\""W003247135\""}{\""sku\"":\""W003247135\""}{\""sku\"":\""W003247135\""}"", ""parsed_by"": ""text"", ""raw_preview"": ""{\""sku\"":\""W003247135\""}{\""sku\"":\""W003247135\""}{\""sku\"":\""W003247135\""}{\""sku\"":\""W003247135\""}""}"
chatopenai/gpt-4.1-mini-2025-04-14,agent_chain_tools,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nYou are a precise API argument extractor. You receive a Tool Definition and a User Query. You must output a valid JSON object containing the arguments based on the schema. Note that you should always output a single JSON object, not a list of JSON objects. Do not include markdown formatting. ""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""Temu.com Shopping API (Realtime api scrapper from temu.com)\"",\n  \""description\"": \""Search for list of products by providing the keyword.\"",\n  \""prior_tool_calls\"": [\n    \""Temu.com Shopping API (Realtime api scrapper from temu.com)\""\n  ]\n}\n### User Query\nI'm planning a trip to New York City with my friends next month. Can you help me find the best deals on hotels and flights? Additionally, provide me with the details of popular tourist attractions in the city and the current weather forecast.""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=Temu.com Shopping API (Realtime api scrapper from temu.com)""}, {""role"": ""assistant"", ""content"": ""Current State: given the above tool calls, provide the NEXT tool name to call. Only reply with the tool name (or a tiny JSON like {\""tool\"":\""ToolName\""}).""}]","{""tool_name"":""Temu.com Shopping API (Realtime api scrapper from temu.com)""}{""keyword"":""hotels New York City""}",False,"Model called '_name' but expected 'Temu.com Shopping API (Realtime api scrapper from temu.com)'","{""parsed_tool"": ""_name"", ""parsed_by"": ""text"", ""raw_preview"": ""{\""tool_name\"":\""Temu.com Shopping API (Realtime api scrapper from temu.com)\""}{\""keyword\"":\""hotels New York City\""}""}"
chatopenai/gpt-4.1-mini-2025-04-14,agent_chain_tools,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nYou are a precise API argument extractor. You receive a Tool Definition and a User Query. You must output a valid JSON object containing the arguments based on the schema. Note that you should always output a single JSON object, not a list of JSON objects. Do not include markdown formatting. ""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""MMAAPI\"",\n  \""description\"": \""Get female fighter placeholder image\"",\n  \""prior_tool_calls\"": [\n    \""MMAAPI\""\n  ]\n}\n### User Query\nI'm a fan of female fighters in mixed martial arts and I'm looking for a placeholder image. Can you provide me with a female fighter placeholder image? Additionally, I would like to know the last events for a specific team.""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=MMAAPI""}, {""role"": ""assistant"", ""content"": ""Current State: given the above tool calls, provide the NEXT tool name to call. Only reply with the tool name (or a tiny JSON like {\""tool\"":\""ToolName\""}).""}]","{""tool_name"":""MMAAPI""}{""gender"":""female""}",False,"Model called '_name' but expected 'MMAAPI'","{""parsed_tool"": ""_name"", ""parsed_by"": ""text"", ""raw_preview"": ""{\""tool_name\"":\""MMAAPI\""}{\""gender\"":\""female\""}""}"
chatopenai/gpt-4.1-mini-2025-04-14,agent_chain_tools,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nYou are a precise API argument extractor. You receive a Tool Definition and a User Query. You must output a valid JSON object containing the arguments based on the schema. Note that you should always output a single JSON object, not a list of JSON objects. Do not include markdown formatting. ""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""Dargan\"",\n  \""description\"": \""Find all postcodes within a certain radius (in KM) of a postcode\"",\n  \""prior_tool_calls\"": [\n    \""Dargan\""\n  ]\n}\n### User Query\nI have recently moved to Cardiff (postcode CF103NP) and I am interested in exploring the nearby areas. Can you provide me with a list of all the postcodes within a 10 km radius of Cardiff? Additionally, I would like to know the latitude and longitude coordinates for the Cardiff postcode.""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=Dargan""}, {""role"": ""assistant"", ""content"": ""Current State: given the above tool calls, provide the NEXT tool name to call. Only reply with the tool name (or a tiny JSON like {\""tool\"":\""ToolName\""}).""}]","{""tool_name"":""Dargan"",""postcode"":""CF103NP"",""radius_km"":10}",True,"Model called expected tool 'Dargan'","{""parsed_tool"": ""Dargan"", ""parsed_by"": ""text"", ""raw_preview"": ""{\""tool_name\"":\""Dargan\"",\""postcode\"":\""CF103NP\"",\""radius_km\"":10}""}"
chatopenai/gpt-4.1-mini-2025-04-14,agent_chain_tools,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nYou are a precise API argument extractor. You receive a Tool Definition and a User Query. You must output a valid JSON object containing the arguments based on the schema. Note that you should always output a single JSON object, not a list of JSON objects. Do not include markdown formatting. ""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""Morning Star\"",\n  \""description\"": \""Get recent investment rating change as displayed in the Parent tab\"",\n  \""prior_tool_calls\"": [\n    \""Morning Star\""\n  ]\n}\n### User Query\nMy family is interested in investing in a fund and they need detailed information. Can you provide them with the recent investment rating change, credit quality, highest rated investments, and product involvement for the fund? The securityId is F00000O2CG.""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=Morning Star""}, {""role"": ""assistant"", ""content"": ""Current State: given the above tool calls, provide the NEXT tool name to call. Only reply with the tool name (or a tiny JSON like {\""tool\"":\""ToolName\""}).""}]","{""tool_name"":""Morning Star""}{""securityId"":""F00000O2CG""}{""securityId"":""F00000O2CG""}{""securityId"":""F00000O2CG""}{""securityId"":""F00000O2CG""}{""securityId"":""F00000O2CG""}{""securityId"":""F00000O2CG""}{""securityId"":""F00000O2CG""}{""securityId"":""F00000O2CG""}",False,"Model called '_name' but expected 'Morning Star'","{""parsed_tool"": ""_name"", ""parsed_by"": ""text"", ""raw_preview"": ""{\""tool_name\"":\""Morning Star\""}{\""securityId\"":\""F00000O2CG\""}{\""securityId\"":\""F00000O2CG\""}{\""securityId\"":\""F00000O2CG\""}{\""securityId\"":\""F00000O2CG\""}{\""securityId\"":\""F00000O2CG\""}{\""securityId\"":\""F00000O2CG\""}{\""securityId\"":\""F00000O2CG\""}{\""securityId\"":\""F00000O2CG\""}""}"
chatopenai/gpt-4.1-mini-2025-04-14,agent_chain_tools,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nYou are a precise API argument extractor. You receive a Tool Definition and a User Query. You must output a valid JSON object containing the arguments based on the schema. Note that you should always output a single JSON object, not a list of JSON objects. Do not include markdown formatting. ""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""Stock Analysis\"",\n  \""description\"": \""Get earnings history.\"",\n  \""prior_tool_calls\"": [\n    \""Stock Analysis\""\n  ]\n}\n### User Query\nI work for a finance company and we need to analyze the earnings history and estimate for a particular stock. Can you provide us with the earnings history and estimate for the ticker symbol 'AAPL'?""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=Stock Analysis""}, {""role"": ""assistant"", ""content"": ""Current State: given the above tool calls, provide the NEXT tool name to call. Only reply with the tool name (or a tiny JSON like {\""tool\"":\""ToolName\""}).""}]","{""tool_name"":""Stock Analysis"",""args"":{""ticker"":""AAPL""}}",True,"Model called expected tool 'Stock Analysis'","{""parsed_tool"": ""Stock Analysis"", ""parsed_by"": ""text"", ""raw_preview"": ""{\""tool_name\"":\""Stock Analysis\"",\""args\"":{\""ticker\"":\""AAPL\""}}""}"
chatopenai/gpt-4.1-mini-2025-04-14,agent_chain_tools,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nYou are a precise API argument extractor. You receive a Tool Definition and a User Query. You must output a valid JSON object containing the arguments based on the schema. Note that you should always output a single JSON object, not a list of JSON objects. Do not include markdown formatting. ""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""Yahoo Finance_v2\"",\n  \""description\"": \""Get stock calendar events.\"",\n  \""prior_tool_calls\"": [\n    \""Yahoo Finance_v2\""\n  ]\n}\n### User Query\nI need to know the calendar events, cash flow statements, and recommendation trends for Apple Inc. Can you assist me with this financial information?""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=Yahoo Finance_v2""}, {""role"": ""assistant"", ""content"": ""Current State: given the above tool calls, provide the NEXT tool name to call. Only reply with the tool name (or a tiny JSON like {\""tool\"":\""ToolName\""}).""}]","{""tool_name"":""Yahoo Finance_v2""}{""ticker"":""AAPL"",""modules"":[""calendarEvents"",""cashflowStatementHistory"",""recommendationTrend""]}",False,"Model called '_name' but expected 'Yahoo Finance_v2'","{""parsed_tool"": ""_name"", ""parsed_by"": ""text"", ""raw_preview"": ""{\""tool_name\"":\""Yahoo Finance_v2\""}{\""ticker\"":\""AAPL\"",\""modules\"":[\""calendarEvents\"",\""cashflowStatementHistory\"",\""recommendationTrend\""]}""}"
chatopenai/gpt-4.1-mini-2025-04-14,agent_chain_tools,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nYou are a precise API argument extractor. You receive a Tool Definition and a User Query. You must output a valid JSON object containing the arguments based on the schema. Note that you should always output a single JSON object, not a list of JSON objects. Do not include markdown formatting. ""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""Yahoo Finance_v2\"",\n  \""description\"": \""Get stock profile information such as company name, descriptions, website, etc...\"",\n  \""prior_tool_calls\"": [\n    \""Yahoo Finance_v2\""\n  ]\n}\n### User Query\nLet's say I'm a financial consultant working with a client who wants to invest in Apple Inc. I need to provide them with a comprehensive overview of the company's financials. Can you assist me by gathering the asset profile, recommendation trends, net share purchase activity, and earnings information for Apple Inc.?""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=Yahoo Finance_v2""}, {""role"": ""assistant"", ""content"": ""Current State: given the above tool calls, provide the NEXT tool name to call. Only reply with the tool name (or a tiny JSON like {\""tool\"":\""ToolName\""}).""}]","Yahoo Finance_v2",True,"Model called expected tool 'Yahoo Finance_v2'","{""parsed_tool"": ""Yahoo Finance_v2"", ""parsed_by"": ""text"", ""raw_preview"": ""Yahoo Finance_v2""}"
